R0000100,R0536300,R0536401,R0536402,R1204500,R1235800,R1482600,T5201400,T5202300,T5207400,T5211900,T5213200,T5397100,T6055500,T6141700,T6141800,T6145800,T6206400,T6210200,T6216400,T6216401,T6216402,T6216403,T6216500,T6216501,T6216502,T6216503,T6231000,T8123600,T8123700,T8129600,T8134500,T8976700,T9039300,T9039400,T9039500,T9039600,T9039700,T9039800,T9039900,T9040000,T9093100,T9093300,U0203700,T5915200,T5206800,T8128900,T5797300,T5808400,T6316000,T6230100,R0532200,R1302400,R1302500,R1486500,R1486600,R1486900,R1487700,R1487800,U0009400
468,2,11,1981,19000,1,2,29,4,2,1,93613,-4,30000,-1,-1,3,1,0,1,5,6,6,3,2,6,2,3600,32,4,2,1,29000,147,2,4,-1,1,3,3,3,3,0,-4,1,12,13,0,1,-4,8190,0,-4,-3,4,-4,400,0,0,2
469,2,1,1982,19000,1,2,28,4,2,1,101956,-4,-4,5,2,3,3,0,1,1,7,6,5,4,6,3,-4,31,4,2,1,-4,124,3,5,4,2,5,5,2,2,0,-4,1,12,12,-4,-4,-4,-4,1,9,12,2,2,400,1,0,2
470,2,2,1981,-4,1,2,29,4,2,1,93613,-4,-2,5,5,3,1,1,7,6,7,7,6,3,5,6,8740,32,4,2,1,15000,140,3,3,4,1,2,4,2,1,0,-4,0,12,12,0,2,-4,1680,0,16,9,4,2,-4,0,0,2
471,1,7,1980,23000,1,2,30,4,2,1,180809,-4,25000,5,10,4,1,0,1,1,7,7,7,3,7,7,4650,33,4,2,1,25000,156,5,1,4,1,5,4,1,1,0,-4,0,12,12,-4,1,-4,8990,1,6,3,1,2,600,2,0,2
472,2,1,1983,23000,1,2,27,4,4,1,137232,-4,30000,5,3,4,3,0,1,3,6,7,5,3,4,6,2000,30,4,4,1,32000,150,5,3,3,1,4,4,1,2,0,-4,0,12,16,0,1,-4,8370,1,6,3,3,1,600,0,0,4
473,2,3,1982,3000,1,2,28,3,0,1,124417,-4,400,5,0,4,3,0,3,3,5,2,7,4,6,6,-4,31,3,0,1,-4,155,3,3,4,3,4,3,2,3,0,-4,1,10,10,-4,-4,-4,-4,0,13,12,4,-4,400,0,0,0
474,2,7,1984,-4,1,2,26,4,2,1,113218,-4,55000,5,4,4,3,0,4,4,7,6,5,4,6,1,-4,29,4,2,1,-4,140,3,3,4,1,4,5,2,3,0,-4,1,12,13,-4,-4,-4,-4,1,-3,-3,4,4,-4,0,0,2
475,1,3,1981,-3,1,2,29,4,2,1,134615,-4,30000,5,11,4,4,0,3,3,7,4,4,3,7,7,4750,32,4,2,1,36000,180,4,3,3,3,2,4,3,3,0,-4,1,12,13,0,2,-4,4690,0,12,10,2,2,-4,0,0,2
476,1,7,1982,-4,1,1,28,4,4,1,113566,-4,48000,5,11,3,3,0,6,1,6,5,6,1,7,6,9000,31,4,4,1,38000,194,3,3,2,3,5,2,3,2,0,-4,1,12,16,0,1,0,6280,0,10,12,2,-4,-4,2,0,4
477,2,5,1982,-4,1,2,28,4,2,1,103609,-4,32000,5,0,3,1,0,1,1,7,7,1,1,7,1,3650,31,4,2,1,32000,140,4,1,2,1,5,5,1,1,0,-4,0,12,13,0,1,-4,8090,0,12,-3,3,4,-4,0,3,2
478,2,1,1983,-3,1,4,27,4,2,0,336399,-4,17000,5,2,3,3,0,2,2,6,6,4,2,4,4,120,31,4,2,1,26000,139,-2,3,5,2,5,3,2,3,0,-4,1,12,14,0,3,0,6870,1,-3,-3,4,4,400,1,0,2
479,2,8,1982,-4,1,2,28,4,2,1,97074,-4,25000,5,5,4,4,0,1,1,1,1,-1,-1,-1,-1,3650,31,4,2,1,-4,230,5,3,5,1,3,5,1,3,0,-4,1,12,14,1,3,-4,8190,1,9,6,1,1,-4,0,1,2
480,2,7,1980,15000,1,2,30,4,2,1,128059,-4,-4,5,4,4,1,0,1,6,7,7,1,1,6,6,50,33,4,2,1,72000,145,-2,4,5,1,1,4,1,1,0,-4,0,12,13,0,1,-4,6690,0,-4,3,2,-4,300,2,3,2
481,1,5,1984,15000,1,2,-5,-5,-5,-5,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,29,3,0,1,31000,280,3,1,3,1,5,3,1,4,0,-4,-5,-5,11,-5,-5,-5,-5,0,-4,3,1,-4,300,0,0,0
482,1,7,1983,250,1,1,27,4,2,1,273748,-4,-4,6,0,4,1,0,1,1,7,7,7,1,7,7,-4,30,4,2,1,32000,240,5,5,5,1,5,5,1,1,0,-4,0,12,12,-4,-4,-4,-4,0,-4,-4,4,1,600,0,0,2
483,1,2,1980,47200,1,2,30,4,7,1,322083,-4,50000,5,8,3,2,0,2,2,6,5,6,1,5,5,2100,33,4,7,1,67000,160,3,3,4,2,4,4,2,2,0,-4,0,12,19,0,3,-4,7270,0,-4,13,2,-4,500,0,1,7
484,2,8,1982,47200,1,2,28,4,5,1,221629,-4,24000,5,0,3,1,0,1,1,6,6,3,5,6,5,2760,31,4,5,1,25000,107,1,2,2,1,2,4,1,1,0,-4,0,12,19,1,2,-4,6770,0,-4,13,2,-4,500,0,0,5
485,1,7,1982,-4,1,4,28,4,4,1,577744,-4,130254,5,7,4,3,0,2,3,6,5,4,2,6,6,3850,31,4,5,1,90000,145,4,1,4,1,4,4,1,3,0,-4,0,12,20,1,1,1,9470,0,-3,18,3,4,-4,2,0,5
486,2,6,1980,75000,1,4,30,4,4,1,442728,-4,50000,5,4,4,3,0,2,1,7,5,5,2,4,5,2320,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,1,12,-5,1,1,-4,7860,1,12,14,2,2,600,0,1,-5
487,1,3,1984,75000,1,4,26,4,3,1,369011,320,55000,5,11,4,2,0,3,4,6,5,4,3,5,3,5520,29,4,4,1,-4,250,3,2,4,2,4,4,2,2,0,-4,0,12,17,1,2,-4,9470,1,12,14,4,2,600,0,0,4
488,2,1,1982,34000,1,4,28,4,2,1,410970,-4,-4,5,11,5,2,0,1,1,7,7,4,7,6,4,-4,31,3,2,0,-4,205,4,5,4,1,5,5,1,2,0,-4,1,12,12,-4,-4,-4,-4,0,10,14,3,-4,400,4,3,2
489,2,11,1982,26000,1,4,28,4,4,1,410970,-4,-2,5,3,4,3,0,4,1,7,6,5,4,4,5,4600,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,1,12,-5,0,1,-4,5490,0,-4,13,1,-4,475,0,0,-5
490,1,11,1982,45040,1,3,28,4,2,0,423679,300,-4,6,3,5,4,0,7,5,5,3,6,4,5,4,-4,31,1,2,1,-4,300,3,4,3,3,3,3,4,4,0,-4,0,12,17,-4,-4,-4,-4,1,17,17,4,3,500,0,0,2
491,1,9,1984,45040,1,3,-5,-5,-5,-5,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,1,17,17,4,4,500,0,0,-5
492,2,10,1983,-4,1,4,27,4,4,1,404414,-4,16000,5,2,3,2,0,1,1,7,7,4,1,2,7,2320,30,4,5,1,35000,120,2,3,3,1,3,4,2,1,0,-4,1,12,19,1,2,-4,7860,1,16,16,3,4,-4,1,1,5
493,1,9,1981,-4,1,4,-5,-5,-5,-5,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,32,4,-3,1,70000,180,4,4,4,1,4,4,3,1,0,-5,-5,-5,-3,-5,-5,-5,-5,1,17,12,4,2,-4,0,0,-5
494,2,3,1983,-4,1,2,-5,-5,-5,-5,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,1,12,16,-4,-4,-4,0,0,-5
495,1,12,1984,-4,1,2,-5,-5,-5,-5,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,1,12,16,2,-4,-4,0,0,-5
496,1,7,1984,-4,1,2,26,4,4,1,270885,-4,60000,5,5,3,3,0,2,2,7,5,3,5,6,7,2320,29,4,5,1,60000,160,4,1,5,2,4,4,2,3,0,-4,1,12,19,1,1,-4,7860,1,12,12,3,4,-4,0,0,5
497,2,4,1981,61000,1,3,-5,-5,-5,-5,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,1,16,13,2,4,600,0,0,-5
498,2,5,1980,76400,1,4,30,1,5,1,429461,-4,60000,5,7,3,1,0,1,1,7,7,6,5,3,2,2340,33,1,5,1,61000,135,3,3,5,1,5,5,1,1,0,-5,1,12,20,1,1,-4,7890,1,20,16,4,4,600,1,3,-5
499,2,8,1982,38000,1,2,-5,-5,-5,-5,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,0,12,13,3,-4,300,0,0,-5
500,1,3,1982,-3,1,4,-5,-5,-5,-5,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,0,14,14,4,-4,300,0,0,-5
501,1,9,1982,-3,1,4,-5,-5,-5,-5,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,0,12,12,3,3,300,0,0,-5
502,1,9,1983,-3,1,4,-5,-5,-5,-5,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,0,14,14,2,2,300,1,0,-5
503,1,12,1981,75000,1,4,29,4,4,1,367002,-4,45000,6,0,4,2,0,4,4,4,4,7,2,1,4,2000,31,4,5,1,28000,320,4,4,4,1,4,4,2,3,0,-4,1,12,20,0,1,-4,8370,1,16,12,3,4,200,1,0,5
504,2,7,1984,43000,1,4,-5,-5,-5,-5,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-4,-5,-5,-5,-5,-5,-5,-5,0,12,12,4,2,400,1,0,0
505,1,8,1984,82300,1,2,26,4,2,1,277063,-4,6000,6,2,4,1,0,1,2,7,7,7,1,7,4,8740,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,0,12,-5,-4,-4,-4,8770,1,14,12,3,3,100,3,0,-5
506,1,9,1982,48000,1,4,-5,-5,-5,-5,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,0,14,12,2,4,600,0,0,-5
507,2,8,1984,-4,1,4,26,3,2,0,365656,-4,30000,5,3,3,4,0,1,3,7,7,7,3,6,2,4520,29,3,2,1,20000,130,1,1,1,1,1,1,1,3,0,-4,0,12,14,0,5,-4,8990,1,6,6,2,4,-4,0,0,2
508,1,8,1981,-3,1,2,29,4,0,1,129336,-4,32000,5,7,2,1,0,1,1,7,7,1,1,7,7,9610,32,4,0,1,25000,240,3,-1,2,1,-1,2,-1,1,0,-4,0,10,10,0,3,-4,8780,1,3,3,4,1,-4,1,0,0
509,2,8,1984,10000,1,1,26,4,4,1,107362,-4,45000,5,7,3,2,0,1,1,7,5,6,1,5,5,5000,29,3,5,1,32000,135,3,2,4,1,4,3,2,2,0,-4,0,12,19,0,3,-4,9370,0,-3,15,2,1,200,2,1,5
510,1,5,1980,7500,1,2,30,4,-3,1,144665,-4,-4,5,10,3,1,0,3,7,7,7,5,2,6,1,9610,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-4,0,12,-5,-4,-4,-4,8780,0,-4,6,4,-4,-4,0,0,-3
511,1,1,1980,-4,1,2,30,3,2,1,144665,-4,49000,5,6,4,3,0,1,1,6,6,2,3,7,3,4850,33,3,2,1,45000,220,5,5,4,1,4,4,2,2,0,-4,0,12,12,0,1,-4,4090,1,4,6,4,1,-4,2,2,2
512,2,3,1981,38000,1,2,29,3,0,1,91400,-4,3487,5,0,5,4,1,1,1,6,7,5,3,5,2,2860,32,3,0,1,-2,245,2,2,3,1,4,4,2,5,1,-4,3,10,10,-4,2,-4,7490,1,4,4,2,2,300,0,0,0
513,1,5,1982,38000,1,2,28,3,0,0,120775,-4,12000,5,5,3,1,0,1,2,1,5,3,3,5,4,4220,31,3,0,1,20000,156,4,4,4,1,3,4,1,1,0,-4,1,11,11,1,2,0,7690,1,4,4,4,4,300,1,1,0
514,2,2,1981,13200,1,2,-5,-5,-5,-5,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,1,9,9,4,4,-4,0,0,-5
515,2,3,1983,18000,1,2,27,4,2,1,109799,-4,-2,5,5,4,3,0,1,3,6,6,5,4,6,4,5240,30,4,2,1,-2,135,2,3,2,2,2,2,3,2,0,-4,0,12,12,1,2,-4,6690,0,-3,12,1,1,200,1,1,2
516,1,3,1983,18000,1,2,27,4,0,1,106022,-4,-4,5,8,3,1,0,3,4,2,2,3,2,5,7,-4,30,4,0,1,-4,220,4,4,4,1,4,5,1,2,1,-4,0,-3,-3,-4,-4,-4,-4,0,-3,12,4,4,200,3,2,0
517,1,9,1981,-4,1,2,29,3,2,1,126588,-4,32000,5,11,3,1,0,1,2,6,6,4,4,6,6,6660,32,3,2,1,30000,185,4,4,2,1,4,4,2,1,0,-4,0,12,12,0,3,-4,7070,1,-3,8,4,3,-4,0,0,2
518,2,11,1983,-4,1,2,27,3,2,1,107467,-4,0,4,11,3,3,0,3,4,5,6,3,5,4,4,4230,30,3,2,1,-2,112,3,4,3,2,4,4,3,2,0,-4,1,12,12,-4,3,-4,7690,1,-3,8,4,1,-4,0,0,2
519,2,6,1980,456,1,2,30,4,2,1,128530,-4,27000,5,2,4,2,0,2,1,6,5,2,1,7,6,5620,33,4,2,1,27000,234,3,4,3,1,3,3,2,3,1,-4,1,12,12,0,2,-4,5480,0,4,12,-4,-4,-4,2,0,2
520,1,10,1981,-4,1,2,28,4,2,1,126588,-4,12000,5,7,3,1,0,1,1,7,7,7,3,7,7,9620,32,4,2,1,18000,165,3,5,2,1,3,4,1,3,0,-4,0,12,12,0,3,-4,7580,0,5,8,2,3,-4,2,2,2
521,1,7,1983,-4,1,2,27,4,0,1,103770,-4,18500,4,5,3,4,1,3,3,2,4,4,3,4,4,6510,30,4,0,1,-2,170,-2,-2,-2,-2,-2,-2,-2,4,0,-4,2,11,11,0,2,0,770,0,5,8,3,3,-4,2,2,0
522,1,1,1983,15000,1,2,27,4,0,1,103770,-4,26000,6,0,3,1,0,2,1,5,5,6,6,2,2,4700,31,4,0,1,30000,180,3,2,1,2,1,1,4,2,0,-4,0,11,11,1,2,-4,5070,0,-4,12,4,3,400,1,0,0
523,2,5,1980,29250,1,4,30,4,0,1,407473,-4,-4,5,4,5,5,1,5,5,7,6,6,3,6,3,-4,33,4,0,1,-4,190,1,2,1,3,2,1,4,4,1,-4,0,11,13,-4,-4,0,-4,0,14,12,1,-4,-4,3,3,0
524,1,8,1981,-4,1,2,29,4,1,1,126588,-4,0,5,6,3,2,0,1,2,7,7,5,2,7,7,4220,32,4,1,1,180331,160,4,4,5,1,5,5,1,1,0,-4,1,11,11,-4,1,-4,7690,1,-3,12,4,3,-4,2,2,1
525,1,4,1982,9000,1,2,28,4,2,1,118210,-4,23000,5,8,4,2,0,1,1,7,7,5,3,7,5,6330,31,4,2,1,28000,198,3,2,5,1,4,4,1,2,0,-4,1,12,12,0,1,-4,770,1,9,6,4,4,200,0,2,2
526,1,11,1983,9000,1,2,27,4,1,1,103770,-4,3000,5,7,3,1,0,1,1,7,7,6,5,7,5,4020,30,-4,1,-4,1000,170,3,5,5,1,5,5,1,2,0,-4,0,11,11,-4,-4,-4,8680,1,9,6,4,4,200,3,1,1
527,1,12,1981,246474,1,4,28,4,4,1,468897,400,-4,5,6,4,3,0,4,5,6,5,7,1,3,7,-4,32,4,4,1,-4,200,4,5,2,2,2,3,2,3,0,-4,0,12,20,-4,-4,-4,-4,1,20,17,4,4,-4,1,1,4
528,2,9,1982,246474,1,4,28,4,3,1,472565,300,28000,5,2,3,2,0,1,4,7,6,6,1,2,3,120,31,4,3,1,55000,165,5,1,5,1,4,5,2,2,0,-4,1,12,14,0,2,-4,6870,0,12,-3,4,4,300,2,0,3
529,2,4,1982,18000,1,2,28,4,4,1,305371,-4,38000,5,7,4,3,0,1,1,7,7,2,1,3,7,2330,31,4,5,1,48000,142,4,3,4,1,4,4,2,1,0,-4,0,12,18,-2,3,-4,7860,0,-4,14,1,-4,400,0,0,5
530,2,9,1982,112520,1,4,28,4,4,1,472565,-4,-2,5,7,4,2,0,5,2,6,5,6,1,5,6,2910,31,4,4,1,14000,135,2,4,3,1,3,1,2,2,0,-4,0,12,20,0,1,-4,7490,1,16,16,2,2,600,0,0,4
531,2,4,1980,-4,1,2,-5,-5,-5,-5,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,1,6,6,2,4,-4,0,0,-5
532,2,1,1983,-4,1,2,-5,-5,-5,-5,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,1,6,6,4,3,-4,1,0,-5
533,2,1,1983,-4,1,4,28,4,4,1,359044,-4,50000,5,4,3,2,0,2,2,5,5,4,2,4,3,5120,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,0,12,-5,0,3,-4,8880,1,-3,-3,2,2,-4,0,0,-5
534,2,11,1981,-4,1,2,28,4,2,0,216483,-4,32000,5,3,4,3,1,3,3,5,5,1,1,7,3,5930,32,4,2,1,-4,165,3,3,2,1,3,3,3,3,0,-4,0,12,12,0,3,-4,7070,0,6,6,4,-4,-4,2,3,2
535,2,5,1980,-4,1,4,30,4,4,1,433308,-4,130254,5,3,2,1,0,1,1,7,7,7,5,3,3,800,33,4,5,1,180331,120,5,1,5,1,5,5,1,1,0,-4,0,12,20,0,1,-4,7290,1,16,16,3,4,-4,1,0,5
536,1,12,1982,-4,1,2,28,4,3,1,286058,-4,40000,6,1,3,1,0,2,2,6,5,6,4,4,4,2630,31,4,3,1,52000,200,3,2,3,1,3,4,1,2,0,300,0,12,16,0,3,-4,6990,1,9,9,3,1,-4,5,3,3
537,1,2,1982,36960,1,4,29,4,0,1,386038,-4,20000,6,1,4,1,0,4,4,7,5,7,6,7,5,4720,32,4,0,1,-4,220,5,5,5,1,5,5,1,1,0,-4,3,11,11,1,4,-4,4970,0,10,13,4,-4,350,3,3,0
538,2,8,1983,36960,1,4,27,4,1,0,368484,-4,30000,5,9,5,2,0,1,1,7,7,1,2,6,7,2010,30,4,1,1,35000,301,4,1,5,1,5,5,1,2,0,-4,0,11,11,-4,-4,-4,9480,0,10,13,2,-4,350,2,1,1
539,1,6,1980,30000,1,2,-5,-5,-5,-5,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,0,-3,16,2,-4,500,0,3,-5
540,2,2,1982,30000,1,2,28,4,2,1,221164,-4,45000,5,3,4,2,0,1,6,6,5,2,2,4,5,4040,31,4,2,1,-4,120,3,3,5,1,3,3,3,4,1,400,3,12,12,0,2,-4,8660,0,-3,16,2,-4,500,0,0,2
541,2,2,1982,-4,1,2,29,4,4,1,221164,380,20000,5,4,3,3,0,5,5,6,5,7,6,2,2,7840,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,1,12,-5,0,2,-4,1190,1,12,12,4,4,-4,0,0,-5
542,2,2,1984,69200,1,1,26,4,4,1,238529,-4,45000,5,7,3,1,0,5,2,7,6,5,1,5,5,4550,29,4,4,1,45000,145,3,2,4,1,4,5,2,2,0,-4,0,12,17,0,1,-4,6070,1,15,16,4,4,200,0,1,4
543,1,10,1983,43000,1,2,27,4,2,1,254586,-4,15000,6,1,3,1,0,1,2,7,6,1,1,7,7,9140,30,4,2,1,20000,225,1,3,1,1,3,3,3,3,0,-5,0,12,14,-4,2,-4,6190,0,6,8,1,-4,300,0,0,-5
544,1,2,1981,92000,1,4,29,4,5,1,339934,-4,65000,6,1,4,1,0,1,1,7,6,7,7,1,2,2320,32,4,5,1,80000,200,3,1,3,2,4,3,2,1,0,-4,1,12,18,1,1,-4,7860,0,-4,-4,2,2,-4,0,0,5
545,1,8,1981,-4,1,1,29,4,2,1,252650,-4,55000,5,11,4,2,0,6,1,7,6,7,1,1,7,1110,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-4,0,12,-5,0,1,-4,7190,0,-3,14,4,-4,-4,3,1,2
546,1,6,1980,-3,1,4,30,4,7,1,432220,-4,20000,5,11,3,1,0,1,1,7,6,6,1,4,7,2150,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,1,12,-5,0,1,-4,7270,1,16,16,4,3,-4,4,3,-5
547,1,1,1984,-3,1,4,26,1,4,1,377211,-4,130254,6,5,2,1,1,2,2,7,6,4,5,3,3,2720,30,4,4,1,-4,230,3,1,3,1,3,5,1,1,0,-4,0,12,16,1,1,0,8560,1,16,18,4,4,500,0,1,4
548,2,11,1984,63000,1,4,26,4,2,1,397495,-4,50000,5,4,3,1,0,1,1,7,7,6,1,7,5,4810,29,4,2,1,0,131,4,1,3,2,5,5,2,2,1,-4,1,12,14,-4,1,0,6990,1,13,12,3,1,200,0,1,2
549,1,12,1981,93650,1,4,-5,-5,-5,-5,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,32,4,1,1,55000,200,3,2,3,3,4,4,2,3,0,-4,-5,-5,13,-5,-5,-5,-5,0,16,16,3,2,-4,7,2,1
550,1,2,1984,-3,1,4,-5,-5,-5,-5,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,1,16,18,4,3,300,0,1,-5
551,1,12,1981,-3,1,4,28,4,4,1,378124,-4,65000,5,7,4,3,0,1,1,6,6,6,7,5,5,430,31,4,4,1,65000,175,5,2,4,1,4,5,1,2,0,-4,1,12,17,0,1,-4,7290,1,16,14,2,2,-4,0,0,4
552,1,11,1981,95100,1,4,29,2,2,1,378124,-4,10000,6,0,3,3,0,1,1,6,7,5,2,6,6,4760,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,0,12,-5,0,2,-4,5270,0,12,15,3,3,400,3,1,-5
553,1,9,1983,95100,1,4,-5,-5,-5,-5,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,0,12,15,1,3,400,3,1,-5
554,1,8,1981,33600,1,4,-5,-5,-5,-5,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,0,12,13,1,3,-4,4,3,-5
555,1,3,1984,-3,1,4,26,4,4,1,332833,-4,34000,5,11,3,1,0,1,1,7,6,5,1,5,5,3300,29,4,5,1,55000,155,4,1,4,1,5,5,2,1,0,-4,0,12,20,0,1,-4,7460,0,14,16,2,2,300,0,0,5
556,2,7,1982,-3,1,4,28,4,4,0,336248,-4,0,5,2,4,1,0,1,3,7,6,7,1,6,6,-4,31,4,4,0,-4,190,5,5,4,2,4,3,2,2,0,-4,1,12,16,-4,-4,-4,-4,0,20,16,4,-4,600,0,0,4
557,2,11,1981,43331,1,2,28,4,4,1,199504,380,5460,4,11,3,2,1,2,2,7,6,6,6,5,3,2310,32,4,4,1,42000,136,3,3,5,2,4,3,2,3,1,-4,1,12,20,0,5,-4,7860,1,16,18,2,4,-4,5,3,4
558,1,2,1982,100500,1,4,28,4,4,0,373834,-4,44000,6,3,3,2,0,1,1,6,7,7,2,6,6,5860,32,4,4,1,55000,195,1,3,3,1,3,5,1,1,0,-4,1,12,17,0,1,-4,9370,1,15,8,2,2,400,0,1,4
559,2,3,1984,57150,1,4,26,4,2,1,378239,350,16000,5,7,3,1,0,1,1,7,7,6,1,4,4,4250,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,400,0,12,-5,0,2,-4,7870,0,12,18,4,4,100,0,0,2
560,2,4,1981,42152,1,4,29,4,2,1,328955,-4,-4,5,7,4,1,0,1,1,5,4,7,5,3,5,-4,32,4,2,1,-4,-1,3,3,5,2,3,3,4,3,0,-4,1,12,13,-4,-4,-4,-4,1,12,13,3,2,300,0,0,2
561,1,3,1984,42152,1,4,26,4,2,1,339915,-4,42000,6,0,5,2,0,1,2,6,6,5,3,3,3,5810,29,4,2,1,47000,230,3,4,2,2,2,3,4,2,0,-4,1,12,14,-4,-4,-4,3890,1,12,13,4,2,300,3,2,2
562,2,1,1983,28000,1,2,27,4,2,1,107558,-4,23000,5,4,4,1,0,1,7,7,6,5,2,6,4,3600,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-4,1,12,-5,0,3,-4,8180,1,8,12,-4,-4,600,0,0,2
563,1,3,1982,-3,1,4,28,4,0,1,354022,-4,-4,5,7,3,3,0,1,1,6,7,7,7,5,1,9610,31,4,0,1,3000,154,3,2,1,1,5,3,2,3,1,-4,2,10,10,-4,1,-4,8770,0,-3,9,1,-4,350,1,2,0
564,1,8,1983,46200,1,4,27,4,2,1,310058,-4,60000,6,2,3,1,0,2,4,7,5,7,6,2,2,4760,30,4,2,1,57000,170,1,2,3,1,4,3,2,1,0,-4,1,12,14,0,3,-4,4790,1,12,13,4,4,500,2,1,2
